emp_no,first_name,last_name,title,from_date,to_date,birth_date
412757,Leen,Peak,Engineer,1999-11-20,9999-01-01,1965-01-03
231671,Chandrasekaran,Pearson,Staff,1995-04-14,9999-01-01,1965-01-07
71334,Cathie,Peck,Senior Engineer,1998-04-12,9999-01-01,1965-01-15
482335,Kwangyoen,Peck,Engineer,1994-01-16,9999-01-01,1965-01-26
457411,Xudong,Peck,Senior Engineer,1988-04-18,9999-01-01,1965-01-13
35441,Chandrasekaran,Peek,Senior Engineer,1993-02-06,9999-01-01,1965-01-31
49119,Lena,Peek,Senior Engineer,1997-05-15,9999-01-01,1965-01-09
31909,Murthy,Peek,Engineer,1994-07-19,9999-01-01,1965-01-10
256888,Heather,Pehl,Staff,1993-09-15,9999-01-01,1965-01-03
79606,Arnd,Peir,Senior Engineer,1986-12-11,9999-01-01,1965-01-03
498845,Arumugam,Pelc,Senior Engineer,1999-11-13,9999-01-01,1965-01-09
415187,Juyoung,Peltason,Assistant Engineer,1998-09-01,9999-01-01,1965-01-03
52778,Alain,Penn,Technique Leader,1986-05-03,9999-01-01,1965-01-15
463023,Itzchak,Penn,Staff,1999-01-21,9999-01-01,1965-01-06
473299,Khaled,Penn,Senior Staff,1999-05-20,9999-01-01,1965-01-12
93278,Magdalena,Penn,Senior Engineer,2002-01-04,9999-01-01,1965-02-01
46000,Zhaofang,Penn,Senior Staff,2002-07-24,9999-01-01,1965-01-26
435588,Genta,Pepe,Senior Staff,2002-04-12,9999-01-01,1965-01-29
65883,Patricia,Pepe,Senior Staff,1996-04-18,9999-01-01,1965-01-07
100865,Hisao,Peral,Senior Engineer,1998-10-03,9999-01-01,1965-01-19
32347,Terresa,Peres,Senior Staff,1997-09-15,9999-01-01,1965-01-08
24080,Jaana,Perez,Technique Leader,1996-03-11,9999-01-01,1965-01-26
82069,Yechezkel,Perfilyeva,Senior Engineer,2000-11-02,9999-01-01,1965-01-20
449984,Hinrich,Perin,Senior Engineer,1993-11-20,9999-01-01,1965-02-01
202403,Gully,Perko,Engineer,1999-07-07,9999-01-01,1965-01-09
201708,Anneli,Perl,Senior Staff,2000-09-08,9999-01-01,1965-01-15
213447,Armond,Perly,Senior Engineer,1996-09-14,9999-01-01,1965-02-01
491632,Gadiel,Perly,Senior Staff,1994-10-20,9999-01-01,1965-01-01
478858,Hidekazu,Perna,Staff,1999-11-08,9999-01-01,1965-01-20
453913,Stein,Perng,Senior Staff,1998-04-29,9999-01-01,1965-01-23
252392,Sanjeeva,Peron,Senior Engineer,1999-12-26,9999-01-01,1965-01-01
243077,Kazunori,Perz,Senior Engineer,1999-02-25,9999-01-01,1965-02-01
418309,Danel,Petereit,Senior Engineer,1994-02-21,9999-01-01,1965-01-24
103316,Susanne,Peternell,Senior Engineer,1999-07-27,9999-01-01,1965-01-03
274813,Yefim,Pettey,Senior Staff,2000-08-07,9999-01-01,1965-01-10
295262,Moon,Pews,Assistant Engineer,1994-08-06,9999-01-01,1965-01-22
27699,Falguni,Pezzoli,Engineer,1996-12-23,9999-01-01,1965-01-15
498635,Florian,Pezzoli,Senior Staff,1997-07-22,9999-01-01,1965-01-09
206836,Guadalupe,Pfau,Senior Staff,2001-03-22,9999-01-01,1965-01-12
295254,Xuejun,Pfau,Senior Staff,1993-07-24,9999-01-01,1965-01-15
65539,Aksel,Picaronny,Senior Engineer,1998-01-27,9999-01-01,1965-01-23
77815,Ronghao,Picaronny,Engineer,2002-06-09,9999-01-01,1965-01-21
52956,Khalil,Picci,Senior Engineer,1992-03-20,9999-01-01,1965-01-31
457938,Arch,Picco,Senior Staff,2000-06-07,9999-01-01,1965-01-14
406564,Parviz,Picco,Engineer,1995-04-16,9999-01-01,1965-01-25
56682,Roded,Picco,Assistant Engineer,1993-11-06,9999-01-01,1965-01-28
465874,Herb,Picht,Engineer,1994-05-31,9999-01-01,1965-01-12
454994,Mohan,Picht,Senior Engineer,2000-02-24,9999-01-01,1965-01-01
475965,Rimon,Pietracaprina,Senior Engineer,1990-07-10,9999-01-01,1965-01-02
454791,Xiaoqiu,Pietracaprina,Senior Engineer,1994-07-09,9999-01-01,1965-01-22
202950,Giordano,Pietrzykowski,Senior Staff,1987-03-26,9999-01-01,1965-01-17
64790,Shin,Piveteau,Senior Engineer,1993-04-19,9999-01-01,1965-01-29
250452,Alexius,Plavsic,Senior Engineer,2000-01-17,9999-01-01,1965-01-14
457070,Gay,Plavsic,Senior Staff,1994-08-06,9999-01-01,1965-01-25
439377,Mari,Plessier,Senior Engineer,1997-07-04,9999-01-01,1965-01-28
266862,Mart,Plumb,Senior Staff,1986-04-21,9999-01-01,1965-01-10
228248,Yuriy,Plump,Senior Staff,1995-09-09,9999-01-01,1965-01-09
221369,Abdulah,Pocchiola,Engineer,1996-08-28,9999-01-01,1965-01-28
239067,Tadahiko,Pocchiola,Staff,1996-04-02,9999-01-01,1965-01-11
483401,Rosita,Pokrovskii,Senior Staff,1996-08-03,9999-01-01,1965-01-10
249325,Ute,Pokrovskii,Staff,1997-06-09,9999-01-01,1965-01-26
402827,Weidon,Pollacia,Senior Staff,1996-02-27,9999-01-01,1965-01-28
59195,Ronnie,Pollock,Technique Leader,1990-06-19,9999-01-01,1965-01-08
85445,Yongdong,Pollock,Staff,1998-03-17,9999-01-01,1965-01-09
450936,Yuriy,Ponthieu,Senior Staff,1996-12-10,9999-01-01,1965-01-18
492639,Sanjoy,Porenta,Engineer,1997-07-10,9999-01-01,1965-01-30
406125,Georgi,Portugali,Technique Leader,1987-09-27,9999-01-01,1965-01-25
30182,Leon,Potthoff,Senior Engineer,1993-12-08,9999-01-01,1965-01-26
278386,Caolyn,Poujol,Technique Leader,1995-12-03,9999-01-01,1965-01-15
290467,Shaowen,Poulakidas,Senior Staff,1992-04-14,9999-01-01,1965-01-29
218022,Mokhtar,Poupard,Technique Leader,1992-02-02,9999-01-01,1965-01-26
494995,Yongmao,Pouyioutas,Senior Staff,1996-08-24,9999-01-01,1965-01-04
435305,Berthier,Pramanik,Senior Staff,1999-01-23,9999-01-01,1965-01-21
231459,Nectarios,Pramanik,Assistant Engineer,1999-11-18,9999-01-01,1965-01-28
413205,Mototsugu,Prampolini,Senior Staff,1988-06-12,9999-01-01,1965-01-09
275994,Uma,Prampolini,Senior Engineer,1998-02-21,9999-01-01,1965-01-29
76201,Arif,Preusig,Senior Engineer,1992-04-02,9999-01-01,1965-01-10
476361,Doohun,Preusig,Technique Leader,1985-04-13,9999-01-01,1965-01-09
235325,Gro,Prochazka,Senior Engineer,1998-10-16,9999-01-01,1965-01-06
74344,Hiroyasu,Provine,Engineer,1994-11-25,9999-01-01,1965-02-01
292146,Khatoun,Pulkowski,Engineer,1998-01-11,9999-01-01,1965-01-09
217080,Masami,Puoti,Senior Engineer,2000-01-21,9999-01-01,1965-01-12
230498,Kolar,Puppo,Senior Engineer,1998-04-25,9999-01-01,1965-01-15
418298,Arvin,Pusterhofer,Senior Engineer,2002-03-02,9999-01-01,1965-01-08
200363,Kirk,Quaggetto,Senior Engineer,1995-06-30,9999-01-01,1965-01-10
225438,Remmert,Quaggetto,Senior Staff,1997-04-28,9999-01-01,1965-01-14
449815,Fumitaka,Quittner,Senior Staff,1993-04-20,9999-01-01,1965-01-27
220528,Sibyl,Rabehasaina,Senior Staff,1998-02-23,9999-01-01,1965-01-06
15413,Arvin,Rabejac,Senior Engineer,2002-01-01,9999-01-01,1965-01-17
236315,IEEE,Raczkowsky,Technique Leader,1996-07-24,9999-01-01,1965-01-31
407522,Tommaso,Raczkowsky,Staff,1996-08-29,9999-01-01,1965-01-25
230126,Bezalel,Radivojevic,Senior Staff,1995-07-03,9999-01-01,1965-01-31
260361,Reinhold,Rahier,Engineer,1995-06-06,9999-01-01,1965-01-25
480178,Uinam,Rahier,Senior Staff,1996-02-10,9999-01-01,1965-01-03
426235,Danco,Rajala,Senior Staff,1996-03-28,9999-01-01,1965-01-31
453760,Ewing,Rajala,Senior Staff,2001-06-21,9999-01-01,1965-01-13
36982,Kotesh,Rajala,Senior Engineer,2000-06-23,9999-01-01,1965-01-22
95416,Gianluca,Ramaiah,Engineer,1993-11-29,9999-01-01,1965-01-13
427320,Mamdouh,Ramamoorthy,Senior Engineer,2000-01-13,9999-01-01,1965-01-13
232697,Barry,Ramsak,Senior Engineer,1999-09-07,9999-01-01,1965-01-23
261986,Gila,Ramsak,Senior Engineer,1997-05-13,9999-01-01,1965-01-21
40765,Michaela,Ramsak,Senior Staff,2001-12-21,9999-01-01,1965-01-01
443873,Vatsa,Ramsay,Senior Staff,2002-02-04,9999-01-01,1965-01-20
450888,Sedat,Rande,Senior Staff,2001-03-24,9999-01-01,1965-01-03
276445,Atilio,Randi,Senior Engineer,1994-07-02,9999-01-01,1965-01-27
38043,Michaela,Randi,Senior Engineer,1994-11-23,9999-01-01,1965-01-05
421033,Garnik,Randt,Senior Staff,1994-12-23,9999-01-01,1965-01-14
487008,Zhigen,Raney,Senior Staff,1993-05-26,9999-01-01,1965-01-22
425780,Paris,Range,Senior Staff,1997-10-25,9999-01-01,1965-01-15
287713,Aamod,Ranka,Senior Staff,1992-12-07,9999-01-01,1965-01-23
457489,Berna,Ranst,Senior Engineer,1992-05-14,9999-01-01,1965-01-24
431887,Poorav,Ranst,Senior Engineer,1996-06-01,9999-01-01,1965-01-05
284717,Gal,Ranta,Senior Engineer,1997-11-07,9999-01-01,1965-01-11
427571,Torsten,Ranta,Senior Engineer,1996-12-10,9999-01-01,1965-01-20
211879,Gao,Ranze,Senior Engineer,1999-11-24,9999-01-01,1965-01-12
263370,Shakhar,Ranze,Staff,1999-05-29,9999-01-01,1965-01-03
210786,Werner,Ranze,Staff,1998-06-05,9999-01-01,1965-01-31
450934,Chanjung,Raoux,Senior Engineer,1998-05-25,9999-01-01,1965-01-23
68633,Chinhyun,Rassart,Senior Engineer,1993-07-29,9999-01-01,1965-01-28
297431,Cathie,Ratnakar,Senior Staff,1996-06-23,9999-01-01,1965-01-12
492052,Udo,Ratnakar,Staff,1999-11-30,9999-01-01,1965-01-11
78106,Ashish,Ratnaker,Senior Staff,1986-11-10,9999-01-01,1965-01-09
211858,Domenico,Ratnaker,Senior Engineer,1993-03-24,9999-01-01,1965-01-08
88647,Vasiliy,Ratnaker,Engineer,1995-08-09,9999-01-01,1965-01-10
244308,Mokhtar,Rebaine,Senior Staff,2000-07-22,9999-01-01,1965-01-10
64487,Tsutomu,Rebaine,Senior Engineer,1994-09-17,9999-01-01,1965-01-27
284687,Oksana,Redmiles,Senior Engineer,1992-06-22,9999-01-01,1965-01-15
69219,Shuky,Redmiles,Senior Staff,1994-07-06,9999-01-01,1965-01-09
99057,Shugo,Reeken,Staff,1999-06-21,9999-01-01,1965-01-30
219967,Susanna,Reeken,Senior Staff,1998-03-16,9999-01-01,1965-01-16
105342,Kwun,Reeker,Technique Leader,1999-07-29,9999-01-01,1965-01-01
473490,Pantung,Reeker,Senior Staff,1998-05-11,9999-01-01,1965-01-06
424930,Xuejun,Reeker,Senior Staff,1997-11-18,9999-01-01,1965-01-19
236591,Insup,Reinhard,Senior Staff,1993-04-08,9999-01-01,1965-01-11
496100,Pranjal,Reinhard,Staff,1995-05-08,9999-01-01,1965-01-07
36733,Uma,Reinhard,Staff,1997-11-01,9999-01-01,1965-01-04
258028,Mountaz,Reinhart,Engineer,2000-01-21,9999-01-01,1965-01-07
490568,Zita,Reistad,Senior Engineer,1998-07-23,9999-01-01,1965-01-01
225867,Ramalingam,Remmele,Senior Engineer,1999-09-03,9999-01-01,1965-01-26
56105,Makato,Remmers,Senior Engineer,1994-04-16,9999-01-01,1965-01-11
488707,Mihalis,Remmers,Senior Staff,1996-02-29,9999-01-01,1965-01-16
42778,Shuji,Remmers,Senior Staff,1996-12-17,9999-01-01,1965-01-19
486918,Yagil,Remmers,Senior Staff,1994-11-01,9999-01-01,1965-01-18
284691,Theron,Ressouche,Senior Engineer,1994-08-17,9999-01-01,1965-01-04
447613,Paris,Restivo,Senior Engineer,1991-11-21,9999-01-01,1965-01-15
402718,Jeanna,Rettelbach,Senior Engineer,1996-02-14,9999-01-01,1965-01-17
262636,Tamiya,Reutenauer,Senior Engineer,1985-06-02,9999-01-01,1965-01-04
233690,Cedric,Riefers,Engineer,1994-09-08,9999-01-01,1965-01-17
59869,Zsolt,Riefers,Senior Staff,1994-09-25,9999-01-01,1965-02-01
410433,Kazuhisa,Riesenhuber,Senior Engineer,1992-10-06,9999-01-01,1965-01-19
236827,Almudena,Rijckaert,Senior Engineer,1999-02-16,9999-01-01,1965-01-28
82928,Alselm,Rikino,Senior Engineer,1997-11-16,9999-01-01,1965-01-27
467392,Mariusz,Rikino,Senior Engineer,2001-04-12,9999-01-01,1965-01-07
469529,Neven,Rikino,Senior Engineer,1993-10-21,9999-01-01,1965-01-07
50293,Xinan,Rindone,Engineer,1996-10-08,9999-01-01,1965-01-26
290009,Zijian,Rindone,Senior Staff,1997-07-09,9999-01-01,1965-01-22
459172,Val,Rissanen,Engineer,1999-11-20,9999-01-01,1965-01-19
44054,Alenka,Ritcey,Engineer,1997-02-09,9999-01-01,1965-01-18
274271,Prodip,Ritcey,Senior Staff,1993-09-10,9999-01-01,1965-01-10
255466,Huan,Roccetti,Senior Engineer,1985-07-03,9999-01-01,1965-01-18
87729,Yongmin,Roccetti,Senior Staff,1991-12-10,9999-01-01,1965-01-24
26629,Nevin,Rodham,Senior Staff,1998-12-14,9999-01-01,1965-01-28
51060,Youngkon,Rohrbach,Senior Engineer,1998-10-20,9999-01-01,1965-01-15
430558,Xiong,Roisin,Senior Engineer,1995-03-02,9999-01-01,1965-01-07
445723,Gaurav,Roison,Senior Staff,1995-10-22,9999-01-01,1965-01-31
17731,Gennady,Roison,Engineer,1997-12-06,9999-01-01,1965-01-16
67548,Fumitaka,Roohalamini,Staff,1998-06-27,9999-01-01,1965-01-11
429381,Limsoon,Roohalamini,Senior Staff,1992-11-25,9999-01-01,1965-01-06
66807,Aiman,Rosaz,Senior Engineer,1999-05-22,9999-01-01,1965-01-21
428195,Hatsukazu,Rosca,Senior Staff,1991-10-13,9999-01-01,1965-01-11
453070,Aran,Rosenbaum,Senior Staff,2000-04-24,9999-01-01,1965-01-06
288893,Bedrich,Rosenbaum,Senior Engineer,1998-01-27,9999-01-01,1965-01-30
85216,Ferdinand,Rosiles,Senior Staff,1997-07-08,9999-01-01,1965-01-18
27686,Manu,Rosiles,Senior Staff,1998-03-03,9999-01-01,1965-01-28
294461,Siddarth,Rosiles,Senior Engineer,1985-11-18,9999-01-01,1965-01-14
434936,Sahrah,Rosis,Senior Engineer,2000-06-23,9999-01-01,1965-01-15
89664,Pranjal,Rossi,Staff,1998-07-07,9999-01-01,1965-01-20
463212,Ramya,Rossi,Senior Engineer,1987-03-02,9999-01-01,1965-01-09
440435,Sandeepan,Rosti,Senior Engineer,1991-11-26,9999-01-01,1965-01-03
69867,Miyeon,Rothe,Senior Staff,1997-04-08,9999-01-01,1965-01-22
89590,Guther,Rothenberg,Senior Staff,2000-08-07,9999-01-01,1965-01-27
208147,Manu,Rothenberg,Senior Engineer,1995-12-07,9999-01-01,1965-01-09
20885,Otmar,Rothenberg,Senior Engineer,1996-03-14,9999-01-01,1965-01-21
277316,Vitali,Rothenberg,Senior Staff,1998-10-04,9999-01-01,1965-01-03
447135,Gennady,Rouquie,Senior Staff,1989-08-24,9999-01-01,1965-01-31
232209,Nitsan,Rouquie,Senior Engineer,1995-08-02,9999-01-01,1965-01-11
18424,Filipp,Rousseau,Senior Engineer,2002-06-07,9999-01-01,1965-01-19
227681,Mikhail,Rousseau,Staff,1998-11-30,9999-01-01,1965-01-30
24205,Roddy,Rubsam,Senior Engineer,1993-09-19,9999-01-01,1965-01-25
294446,Claudi,Ruemmler,Staff,1999-08-13,9999-01-01,1965-01-27
469399,Hongzhu,Ruemmler,Engineer,1999-02-14,9999-01-01,1965-01-25
486956,Matt,Ruemmler,Engineer,1993-10-14,9999-01-01,1965-01-01
484756,Phule,Ruemmler,Senior Engineer,1996-08-08,9999-01-01,1965-01-16
38947,Shuichi,Ruemmler,Senior Staff,1998-03-08,9999-01-01,1965-01-25
444487,Udi,Rullman,Senior Engineer,1994-04-09,9999-01-01,1965-01-03
61873,Woody,Rusmann,Engineer,2002-02-26,9999-01-01,1965-01-19
266881,Mokhtar,Sabnani,Senior Staff,1997-08-28,9999-01-01,1965-01-11
44540,Mingzeng,Sadowski,Senior Engineer,1989-11-12,9999-01-01,1965-01-16
265521,Kensei,Salverda,Senior Engineer,2001-05-25,9999-01-01,1965-01-04
59966,Steen,Salvesen,Technique Leader,1993-02-03,9999-01-01,1965-01-28
108198,Randi,Samarati,Senior Staff,1999-10-21,9999-01-01,1965-01-24
30938,Yakkov,Samarati,Senior Staff,2000-05-22,9999-01-01,1965-01-06
490720,Younwoo,Samarati,Senior Engineer,1996-08-19,9999-01-01,1965-01-19
276868,Alois,Sanella,Staff,1998-03-13,9999-01-01,1965-01-19
468360,Huei,Saoudi,Technique Leader,1994-08-10,9999-01-01,1965-01-12
297232,Lokesh,Saoudi,Senior Staff,1999-05-25,9999-01-01,1965-01-16
202552,Morris,Saoudi,Senior Engineer,1998-11-22,9999-01-01,1965-01-05
55857,Adin,Scallan,Senior Staff,1996-09-14,9999-01-01,1965-01-18
63441,Hinrich,Scallan,Staff,1999-04-04,9999-01-01,1965-01-15
447232,Aleksander,Schaaf,Senior Staff,2001-05-25,9999-01-01,1965-01-22
77647,Niranjan,Schaaf,Technique Leader,1989-11-05,9999-01-01,1965-01-07
48690,Hitomi,Schaap,Staff,1999-09-27,9999-01-01,1965-01-12
109278,Bangqing,Schach,Senior Staff,1996-03-22,9999-01-01,1965-01-21
229547,Moni,Schach,Senior Staff,1991-07-04,9999-01-01,1965-01-03
277420,Rayond,Schach,Senior Engineer,2001-04-21,9999-01-01,1965-01-16
53874,Bodo,Schade,Senior Staff,1995-02-14,9999-01-01,1965-01-23
208653,Phillip,Schade,Senior Engineer,1998-03-03,9999-01-01,1965-01-23
487988,Ekawit,Schaft,Senior Staff,1999-05-20,9999-01-01,1965-01-05
16461,Remmert,Schahn,Senior Staff,1994-09-06,9999-01-01,1965-01-14
247089,Seongbae,Schahn,Senior Staff,1997-12-10,9999-01-01,1965-01-17
222616,Badri,Schapire,Assistant Engineer,1998-01-19,9999-01-01,1965-02-01
31514,Harngdar,Schapire,Senior Engineer,2001-11-09,9999-01-01,1965-01-13
41518,Keung,Schapiro,Senior Engineer,1998-04-19,9999-01-01,1965-01-11
71188,Pranjal,Schapiro,Senior Staff,1993-12-14,9999-01-01,1965-01-02
440450,Tzvetan,Scharstein,Senior Staff,1999-06-16,9999-01-01,1965-01-16
476055,Girolamo,Schlumberger,Senior Staff,1998-03-07,9999-01-01,1965-01-03
222354,Valdiodio,Schlumberger,Engineer,2001-08-07,9999-01-01,1965-01-15
463099,Jinxi,Schmiedel,Senior Staff,1996-09-20,9999-01-01,1965-01-15
429231,Kazuyasu,Schmiedel,Senior Staff,1991-09-07,9999-01-01,1965-01-09
202291,Ortrun,Schmiedel,Engineer,1997-07-18,9999-01-01,1965-01-16
227476,Macha,Schnabel,Senior Engineer,1996-05-11,9999-01-01,1965-01-11
414662,Ipke,Schneeberger,Senior Engineer,1994-09-20,9999-01-01,1965-01-21
478170,Doowon,Schoegge,Engineer,2001-05-29,9999-01-01,1965-01-22
64209,Golgen,Schoegge,Senior Staff,1988-02-26,9999-01-01,1965-01-24
444643,Berna,Schonegge,Staff,1998-06-28,9999-01-01,1965-01-18
456767,Tetsurou,Schreiter,Senior Staff,1994-07-17,9999-01-01,1965-01-24
207204,Kellie,Schrooten,Engineer,1999-01-17,9999-01-01,1965-01-25
435289,Feixiong,Schurmann,Senior Staff,1993-02-14,9999-01-01,1965-01-04
12643,Morrie,Schurmann,Staff,1998-12-31,9999-01-01,1965-01-30
106096,Naftali,Schurmann,Senior Engineer,1999-12-03,9999-01-01,1965-01-14
401278,Oguz,Schurmann,Engineer,1995-11-11,9999-01-01,1965-01-16
454825,Kamakshi,Schusler,Senior Engineer,2001-05-24,9999-01-01,1965-01-02
44900,Mark,Schwaller,Senior Staff,2001-08-10,9999-01-01,1965-01-05
263926,Fusako,Schwartzbauer,Senior Staff,1993-04-07,9999-01-01,1965-01-03
91182,Lucien,Schwartzburd,Senior Engineer,1994-08-25,9999-01-01,1965-01-04
10291,Dipayan,Seghrouchni,Senior Staff,1994-03-30,9999-01-01,1965-01-23
10933,Juyoung,Seghrouchni,Senior Engineer,1993-08-02,9999-01-01,1965-01-24
68608,Yucai,Seghrouchni,Senior Engineer,1994-06-09,9999-01-01,1965-01-26
64532,Atilio,Segond,Senior Engineer,1996-11-28,9999-01-01,1965-01-23
86354,Ronghao,Segond,Senior Engineer,1993-09-13,9999-01-01,1965-01-27
54198,Shaowen,Segond,Senior Engineer,1993-01-06,9999-01-01,1965-01-01
429087,Hugh,Senzako,Technique Leader,1992-10-15,9999-01-01,1965-01-27
282333,Nahla,Serdy,Senior Staff,2000-09-09,9999-01-01,1965-01-25
266310,Zvonko,Serdy,Senior Staff,1992-06-23,9999-01-01,1965-01-23
433157,Tomofumi,Serna,Staff,1999-10-23,9999-01-01,1965-01-16
295411,Chiranjit,Serot,Staff,1997-04-04,9999-01-01,1965-01-18
54632,Etsuo,Serot,Senior Staff,1997-06-14,9999-01-01,1965-01-19
217800,Shay,Servieres,Senior Staff,1998-08-06,9999-01-01,1965-02-01
408163,Irene,Sethi,Senior Engineer,1996-09-06,9999-01-01,1965-01-21
463472,Jaber,Sethi,Technique Leader,1995-06-06,9999-01-01,1965-01-11
14158,Caolyn,Setiz,Senior Staff,1996-02-06,9999-01-01,1965-01-22
430054,Erzsebet,Setiz,Senior Engineer,1998-06-10,9999-01-01,1965-01-22
205500,Mary,Setiz,Senior Engineer,1989-01-13,9999-01-01,1965-01-04
404462,Anestis,Setlzner,Senior Engineer,1991-07-13,9999-01-01,1965-01-09
244624,Boaz,Seuren,Senior Staff,1994-03-27,9999-01-01,1965-01-31
63419,Hiroyasu,Seuren,Senior Engineer,1989-03-05,9999-01-01,1965-01-14
286370,Toshimitsu,Seuren,Senior Staff,2000-01-19,9999-01-01,1965-01-06
473268,Hugo,Sgarro,Senior Staff,1992-04-24,9999-01-01,1965-01-01
474796,Zongyan,Shackel,Technique Leader,1986-11-09,9999-01-01,1965-01-10
415363,Conal,Shackell,Senior Staff,1993-01-25,9999-01-01,1965-01-19
246902,Shih,Shanbhogue,Staff,1998-04-19,9999-01-01,1965-01-27
290478,Tsvetan,Sherertz,Engineer,1998-08-07,9999-01-01,1965-01-03
34533,Erzsebet,Shigei,Senior Engineer,1991-01-21,9999-01-01,1965-01-10
282191,Alper,Shinomoto,Engineer,1997-10-20,9999-01-01,1965-01-16
89806,Xiadong,Shinomoto,Senior Engineer,2002-05-24,9999-01-01,1965-01-27
299718,Denny,Shobatake,Senior Staff,2002-06-22,9999-01-01,1965-01-15
278536,Munenori,Shobatake,Senior Staff,1999-01-10,9999-01-01,1965-01-14
224390,True,Shobatake,Senior Staff,1996-05-17,9999-01-01,1965-01-24
401333,Martins,Shokrollahi,Senior Engineer,1991-11-04,9999-01-01,1965-01-30
292110,Menkae,Showalter,Senior Engineer,2001-08-09,9999-01-01,1965-01-23
69052,Shietung,Shrader,Senior Staff,1995-08-05,9999-01-01,1965-01-26
34077,Angel,Sichman,Senior Staff,1997-11-16,9999-01-01,1965-01-08
299346,Fumitake,Sichman,Senior Staff,1991-02-21,9999-01-01,1965-01-09
206966,Tzu,Sichman,Senior Engineer,1992-11-16,9999-01-01,1965-01-21
31147,Divine,Sidhu,Senior Staff,1989-07-05,9999-01-01,1965-01-04
13499,Kazuhiko,Sidou,Technique Leader,1991-09-01,9999-01-01,1965-01-16
60845,Bedir,Siegrist,Engineer,1997-05-13,9999-01-01,1965-01-14
72194,Feiyu,Siepmann,Senior Engineer,1998-10-01,9999-01-01,1965-01-26
457776,Florian,Siepmann,Senior Engineer,1996-12-20,9999-01-01,1965-01-15
231069,Trygve,Siksek,Staff,1995-11-09,9999-01-01,1965-01-22
296428,Charmane,Simmen,Senior Staff,1997-03-07,9999-01-01,1965-01-03
41609,Yucai,Simmen,Senior Staff,1987-10-13,9999-01-01,1965-01-04
486808,Geoffrey,Siochi,Senior Engineer,1998-12-27,9999-01-01,1965-01-05
205789,Limsoon,Skafidas,Senior Staff,1999-08-10,9999-01-01,1965-01-31
30154,Mayuko,Skafidas,Technique Leader,1999-04-19,9999-01-01,1965-01-26
20129,Rafael,Skafidas,Senior Engineer,2000-03-27,9999-01-01,1965-01-10
434845,Takushi,Skogmar,Senior Staff,1991-06-07,9999-01-01,1965-01-11
444070,Heping,Skrikant,Senior Staff,1999-11-27,9999-01-01,1965-01-15
467918,Tsuneo,Skrikant,Staff,1997-10-21,9999-01-01,1965-01-03
63566,Heekeun,Slaats,Senior Staff,1999-01-12,9999-01-01,1965-01-31
293080,Hideyuki,Slaats,Senior Staff,1987-05-30,9999-01-01,1965-01-12
220131,Reinhard,Slaats,Senior Engineer,1999-06-08,9999-01-01,1965-01-09
403010,Toshimitsu,Sluis,Senior Engineer,1985-02-18,9999-01-01,1965-01-16
228766,Nahla,Smailagic,Senior Engineer,1996-11-21,9999-01-01,1965-01-11
50670,Boguslaw,Snedden,Senior Staff,1993-02-20,9999-01-01,1965-01-30
475087,Genevieve,Snedden,Senior Engineer,1988-10-21,9999-01-01,1965-01-31
418566,Kazuhide,Snedden,Senior Engineer,1996-06-14,9999-01-01,1965-01-27
276563,Gift,Solares,Senior Staff,1995-08-01,9999-01-01,1965-01-01
408437,Uno,Solares,Senior Staff,1999-09-22,9999-01-01,1965-01-29
264030,Zdislav,Solares,Engineer,1998-12-14,9999-01-01,1965-01-15
420759,Raimond,Solovay,Staff,1997-10-03,9999-01-01,1965-01-04
281692,Khosrow,Sommen,Senior Engineer,1990-03-03,9999-01-01,1965-01-06
251680,Moty,Sommen,Senior Engineer,1990-08-14,9999-01-01,1965-01-05
250411,Ranga,Sommen,Senior Staff,1996-01-21,9999-01-01,1965-01-27
472143,Yahiko,Sommen,Senior Staff,1996-08-14,9999-01-01,1965-01-25
45162,Dulce,Speel,Senior Engineer,1996-10-18,9999-01-01,1965-01-11
287334,Elliott,Speer,Engineer,1998-08-08,9999-01-01,1965-01-05
435791,Hercules,Speer,Senior Engineer,1999-03-07,9999-01-01,1965-01-07
215746,Sven,Speer,Staff,1999-07-08,9999-01-01,1965-01-08
404573,Eberhardt,Spelt,Staff,1997-07-05,9999-01-01,1965-01-31
217286,Yannik,Spelt,Technique Leader,1992-09-22,9999-01-01,1965-01-05
476122,Khun,Spieker,Engineer,1995-05-07,9999-01-01,1965-01-04
296687,Palash,Spieker,Senior Staff,1996-05-10,9999-01-01,1965-01-02
235793,Jayesh,Spinelli,Senior Engineer,1992-07-18,9999-01-01,1965-01-03
205174,Leszek,Spinelli,Staff,1998-12-10,9999-01-01,1965-01-05
60959,Tetsushi,Sridhar,Senior Staff,1997-01-12,9999-01-01,1965-01-09
91333,Lobel,Stafford,Staff,1998-11-29,9999-01-01,1965-01-27
105432,Mohamadou,Stafford,Senior Engineer,2000-09-11,9999-01-01,1965-01-08
50311,Mooi,Stafford,Senior Engineer,1996-10-06,9999-01-01,1965-01-24
34936,Bokyung,Stamatiou,Technique Leader,1991-02-12,9999-01-01,1965-01-12
458134,Thanasis,Standera,Senior Staff,1992-03-20,9999-01-01,1965-01-11
212361,Claudi,Stanfel,Senior Engineer,2001-01-06,9999-01-01,1965-01-16
32552,Atreye,Stanger,Engineer,1999-09-10,9999-01-01,1965-01-17
425437,Moni,Staudhammer,Engineer,1999-03-23,9999-01-01,1965-01-03
